"","Province_State","Country_Region","Date","Confirmed","Deaths","Recovered"
"899","MI","US",2020-03-19,334,3,0
"900","MA","US",2020-03-19,328,0,0
"901","GA","US",2020-03-19,287,10,0
"902","CO","US",2020-03-19,277,4,0
"903","TX","US",2020-03-19,260,5,0
"904","PA","US",2020-03-19,206,1,0
"905","CT","US",2020-03-19,159,2,0
"906","WI","US",2020-03-19,159,0,0
"907","TN","US",2020-03-19,154,0,0
"908","NC","US",2020-03-19,123,0,0
"909","OH","US",2020-03-19,119,0,0
"910","MD","US",2020-03-19,107,1,0
"911","VA","US",2020-03-19,99,2,0
"912","NV","US",2020-03-19,95,1,0
"913","MN","US",2020-03-19,89,0,0
"914","OR","US",2020-03-19,88,3,0
"915","SC","US",2020-03-19,81,1,0
"916","UT","US",2020-03-19,80,0,0
"917","AL","US",2020-03-19,78,0,0
"918","AR","US",2020-03-19,62,0,0
"919","IN","US",2020-03-19,60,2,0
"920","ME","US",2020-03-19,52,0,0
"921","MS","US",2020-03-19,50,1,0
"922","AZ","US",2020-03-19,45,0,0
"923","IA","US",2020-03-19,44,0,0
"924","NH","US",2020-03-19,44,0,0
"925","OK","US",2020-03-19,44,1,0
"926","RI","US",2020-03-19,44,0,0
"927","DC","US",2020-03-19,40,0,0
"928","KY","US",2020-03-19,37,2,0
"929","NM","US",2020-03-19,35,0,0
"930","KS","US",2020-03-19,34,1,0
"931","MO","US",2020-03-19,31,1,0
"932","DE","US",2020-03-19,30,0,0
"933","NE","US",2020-03-19,29,0,0
"934","VT","US",2020-03-19,22,0,0
"935","ND","US",2020-03-19,18,0,0
"936","WY","US",2020-03-19,18,0,0
"937","HI","US",2020-03-19,16,0,0
"938","GU","US",2020-03-19,12,0,0
"939","ID","US",2020-03-19,11,0,0
"940","MT","US",2020-03-19,11,0,0
"941","SD","US",2020-03-19,11,1,0
"942","AK","US",2020-03-19,9,0,0
"943","PR","US",2020-03-19,5,0,0
"944","VI","US",2020-03-19,3,0,0
"945","WV","US",2020-03-19,2,0,0
"946","NY","US",2020-03-20,8310,42,0
"947","WA","US",2020-03-20,1524,83,0
"948","CA","US",2020-03-20,1177,23,0
"949","NJ","US",2020-03-20,890,11,0
"950","IL","US",2020-03-20,585,5,0
"951","FL","US",2020-03-20,563,10,0
"952","MI","US",2020-03-20,552,3,0
"953","LA","US",2020-03-20,538,14,0
"954","GA","US",2020-03-20,420,13,0
"955","MA","US",2020-03-20,413,1,0
"956","TX","US",2020-03-20,394,5,0
"957","CO","US",2020-03-20,363,4,0
"958","PA","US",2020-03-20,303,1,0
"959","TN","US",2020-03-20,233,0,0
"960","WI","US",2020-03-20,207,3,0
"961","CT","US",2020-03-20,194,3,0
"962","OH","US",2020-03-20,173,2,0
"963","NC","US",2020-03-20,172,0,0
"964","MD","US",2020-03-20,149,1,0
"965","SC","US",2020-03-20,126,1,0
"966","VA","US",2020-03-20,122,2,0
"967","MN","US",2020-03-20,115,0,0
"968","NV","US",2020-03-20,114,1,0
"969","OR","US",2020-03-20,114,3,0
"970","AR","US",2020-03-20,96,0,0
"971","IN","US",2020-03-20,86,2,0
"972","AL","US",2020-03-20,83,0,0
"973","MS","US",2020-03-20,80,1,0
"974","AZ","US",2020-03-20,78,0,0
"975","UT","US",2020-03-20,78,0,0
"976","DC","US",2020-03-20,71,1,0
"977","ME","US",2020-03-20,56,0,0
"978","RI","US",2020-03-20,54,0,0
"979","MO","US",2020-03-20,53,2,0
"980","OK","US",2020-03-20,49,1,0
"981","KY","US",2020-03-20,47,2,0
"982","IA","US",2020-03-20,45,0,0
"983","KS","US",2020-03-20,44,1,0
"984","NH","US",2020-03-20,44,0,0
"985","NM","US",2020-03-20,43,0,0
"986","DE","US",2020-03-20,38,0,0
"987","NE","US",2020-03-20,37,0,0
"988","VT","US",2020-03-20,29,2,0
"989","HI","US",2020-03-20,26,0,0
"990","ID","US",2020-03-20,23,0,0
"991","ND","US",2020-03-20,19,0,0
"992","WY","US",2020-03-20,19,0,0
"993","MT","US",2020-03-20,15,0,0
"994","GU","US",2020-03-20,14,0,0
"995","PR","US",2020-03-20,14,0,0
"996","SD","US",2020-03-20,14,1,0
"997","AK","US",2020-03-20,12,0,0
"998","WV","US",2020-03-20,7,0,0
"999","VI","US",2020-03-20,3,0,0
"1000","NY","US",2020-03-21,11710,60,0
"1001","WA","US",2020-03-21,1793,94,0
"1002","CA","US",2020-03-21,1364,24,0
"1003","NJ","US",2020-03-21,1327,16,0
"1004","MI","US",2020-03-21,788,5,0
"1005","IL","US",2020-03-21,753,6,0
"1006","FL","US",2020-03-21,659,13,0
"1007","LA","US",2020-03-21,585,16,0
"1008","TX","US",2020-03-21,581,5,0
"1009","MA","US",2020-03-21,525,1,0
"1010","GA","US",2020-03-21,507,14,0
"1011","PA","US",2020-03-21,396,2,0
"1012","CO","US",2020-03-21,390,4,0
"1013","TN","US",2020-03-21,371,1,0
"1014","WI","US",2020-03-21,282,4,0
"1015","NC","US",2020-03-21,253,0,0
"1016","OH","US",2020-03-21,248,3,0
"1017","CT","US",2020-03-21,194,4,0
"1018","MD","US",2020-03-21,193,2,0
"1019","SC","US",2020-03-21,171,3,0
"1020","NV","US",2020-03-21,161,2,0
"1021","VA","US",2020-03-21,156,2,0
"1022","MS","US",2020-03-21,140,1,0
"1023","MN","US",2020-03-21,138,1,0
"1024","UT","US",2020-03-21,136,0,0
"1025","AL","US",2020-03-21,131,0,0
"1026","IN","US",2020-03-21,128,4,0
"1027","AR","US",2020-03-21,122,0,0
"1028","AZ","US",2020-03-21,118,1,0
"1029","OR","US",2020-03-21,114,5,0
"1030","KY","US",2020-03-21,87,3,0
"1031","DC","US",2020-03-21,77,1,0
"1032","MO","US",2020-03-21,74,3,0
"1033","ME","US",2020-03-21,70,0,0
"1034","IA","US",2020-03-21,68,0,0
"1035","RI","US",2020-03-21,66,0,0
"1036","KS","US",2020-03-21,57,2,0
"1037","NH","US",2020-03-21,55,0,0
"1038","OK","US",2020-03-21,53,1,0
"1039","DE","US",2020-03-21,45,0,0
"1040","NM","US",2020-03-21,43,0,0
"1041","NE","US",2020-03-21,38,0,0
"1042","HI","US",2020-03-21,37,0,0
"1043","ID","US",2020-03-21,36,0,0
"1044","VT","US",2020-03-21,29,2,0
"1045","ND","US",2020-03-21,28,0,0
"1046","WY","US",2020-03-21,23,0,0
"1047","MT","US",2020-03-21,21,0,0
"1048","PR","US",2020-03-21,21,1,0
"1049","AK","US",2020-03-21,15,0,0
"1050","GU","US",2020-03-21,15,0,0
"1051","SD","US",2020-03-21,14,1,0
"1052","WV","US",2020-03-21,8,0,0
"1053","VI","US",2020-03-21,6,0,0
"1054","NY","US",2020-03-22,9654,63,0
"1055","WA","US",2020-03-22,1040,75,0
"1056","NJ","US",2020-03-22,457,6,0
"1057","CA","US",2020-03-22,407,5,0
"1058","IL","US",2020-03-22,805,4,0
"1059","MI","US",2020-03-22,477,5,0
"1060","FL","US",2020-03-22,227,0,0
"1061","LA","US",2020-03-22,451,15,0
"1062","MA","US",2020-03-22,199,1,0
"1063","TX","US",2020-03-22,131,2,0
"1064","GA","US",2020-03-22,111,2,0
"1065","CO","US",2020-03-22,125,0,0
"1066","PA","US",2020-03-22,110,1,0
"1067","TN","US",2020-03-22,167,2,0
"1068","WI","US",2020-03-22,182,2,0
"1069","OH","US",2020-03-22,125,1,0
"1070","CT","US",2020-03-22,208,5,0
"1071","NC","US",2020-03-22,77,0,0
"1072","MD","US",2020-03-22,83,1,0
"1073","VA","US",2020-03-22,32,2,0
"1074","MS","US",2020-03-22,20,0,0
"1075","IN","US",2020-03-22,82,3,0
"1076","SC","US",2020-03-22,44,0,0
"1077","NV","US",2020-03-22,126,2,0
"1078","UT","US",2020-03-22,80,0,0
"1079","MN","US",2020-03-22,57,0,0
"1080","AR","US",2020-03-22,121,0,0
"1081","OR","US",2020-03-22,55,1,0
"1082","AL","US",2020-03-22,71,0,0
"1083","AZ","US",2020-03-22,81,2,0
"1084","KY","US",2020-03-22,39,0,0
"1085","MO","US",2020-03-22,22,1,0
"1086","IA","US",2020-03-22,32,0,0
"1087","ME","US",2020-03-22,53,0,0
"1088","RI","US",2020-03-22,37,0,0
"1089","NH","US",2020-03-22,28,0,0
"1090","OK","US",2020-03-22,26,0,0
"1091","KS","US",2020-03-22,28,1,0
"1092","NM","US",2020-03-22,32,0,0
"1093","HI","US",2020-03-22,41,0,0
"1094","DE","US",2020-03-22,39,0,0
"1095","VT","US",2020-03-22,22,1,0
"1096","NE","US",2020-03-22,34,0,0
"1097","ID","US",2020-03-22,21,0,0
"1098","MT","US",2020-03-22,10,0,0
"1099","ND","US",2020-03-22,15,0,0
"1100","GU","US",2020-03-22,27,1,0
"1101","WY","US",2020-03-22,10,0,0
"1102","PR","US",2020-03-22,23,1,0
"1103","SD","US",2020-03-22,10,0,0
"1104","AK","US",2020-03-22,7,0,0
"1105","WV","US",2020-03-22,3,0,0
"1106","VI","US",2020-03-22,6,0,0
"1107","DC","US",2020-03-22,0,0,0
"1108","AS","US",2020-03-22,0,0,0
"1109","MP","US",2020-03-22,0,0,0
"1110","SC","US",2020-03-23,1,0,0
"1111","LA","US",2020-03-23,1,0,0
"1112","VA","US",2020-03-23,1,0,0
"1113","ID","US",2020-03-23,13,0,0
"1114","IA","US",2020-03-23,1,0,0
"1115","KY","US",2020-03-23,0,0,0
"1116","MO","US",2020-03-23,2,0,0
"1117","OK","US",2020-03-23,0,0,0
"1118","CO","US",2020-03-23,18,0,0
"1119","IL","US",2020-03-23,1,0,0
"1120","IN","US",2020-03-23,1,0,0
"1121","MS","US",2020-03-23,2,0,0
"1122","NE","US",2020-03-23,1,0,0
"1123","ND","US",2020-03-23,0,0,0
"1124","OH","US",2020-03-23,0,0,0
"1125","PA","US",2020-03-23,6,0,0
"1126","WA","US",2020-03-23,1,0,0
"1127","WI","US",2020-03-23,0,0,0
"1128","VT","US",2020-03-23,6,0,0
"1129","MN","US",2020-03-23,0,0,0
"1130","FL","US",2020-03-23,36,0,0
"1131","NC","US",2020-03-23,2,0,0
"1132","CA","US",2020-03-23,118,1,0
"1133","NY","US",2020-03-23,127,0,0
"1134","WY","US",2020-03-23,0,0,0
"1135","MI","US",2020-03-23,0,0,0
"1136","AK","US",2020-03-23,0,0,0
"1137","MD","US",2020-03-23,0,0,0
"1138","KS","US",2020-03-23,0,0,0
"1139","TN","US",2020-03-23,1,0,0
"1140","TX","US",2020-03-23,0,0,0
"1141","ME","US",2020-03-23,3,0,0
"1142","AZ","US",2020-03-23,4,0,0
"1143","GA","US",2020-03-23,0,0,0
"1144","AR","US",2020-03-23,0,0,0
"1145","NJ","US",2020-03-23,6,0,0
"1146","SD","US",2020-03-23,0,0,0
"1147","AL","US",2020-03-23,0,0,0
"1148","OR","US",2020-03-23,0,0,0
"1149","WV","US",2020-03-23,0,0,0
"1150","MA","US",2020-03-23,30,0,0
"1151","UT","US",2020-03-23,0,0,0
"1152","MT","US",2020-03-23,0,0,0
"1153","NH","US",2020-03-23,4,0,0
"1154","NM","US",2020-03-23,38,0,0
"1155","RI","US",2020-03-23,24,0,0
"1156","NV","US",2020-03-23,3,0,0
"1157","DC","US",2020-03-23,120,2,0
"1158","CT","US",2020-03-23,270,6,0
"1159","HI","US",2020-03-23,3,0,0
"1160","DE","US",2020-03-23,6,0,0
"1161","AS","US",2020-03-23,0,0,0
"1162","GU","US",2020-03-23,29,1,0
"1163","MP","US",2020-03-23,0,0,0
"1164","PR","US",2020-03-23,31,2,0
"1165","VI","US",2020-03-23,7,0,0
"1166","SC","US",2020-03-24,1,0,0
"1167","LA","US",2020-03-24,2,0,0
"1168","VA","US",2020-03-24,1,0,0
"1169","ID","US",2020-03-24,19,0,0
"1170","IA","US",2020-03-24,1,0,0
"1171","KY","US",2020-03-24,0,0,0
"1172","MO","US",2020-03-24,1,0,0
"1173","OK","US",2020-03-24,0,0,0
"1174","CO","US",2020-03-24,25,0,0
"1175","IL","US",2020-03-24,1,0,0
"1176","IN","US",2020-03-24,1,0,0
"1177","MS","US",2020-03-24,2,0,0
"1178","NE","US",2020-03-24,1,0,0
"1179","ND","US",2020-03-24,0,0,0
"1180","OH","US",2020-03-24,0,0,0
"1181","PA","US",2020-03-24,6,0,0
"1182","WA","US",2020-03-24,1,0,0
"1183","WI","US",2020-03-24,0,0,0
"1184","VT","US",2020-03-24,8,0,0
"1185","MN","US",2020-03-24,0,0,0
"1186","FL","US",2020-03-24,37,0,0
"1187","NC","US",2020-03-24,3,0,0
"1188","CA","US",2020-03-24,135,2,0
"1189","NY","US",2020-03-24,146,0,0
"1190","WY","US",2020-03-24,0,0,0
"1191","MI","US",2020-03-24,0,0,0
"1192","AK","US",2020-03-24,0,0,0
"1193","MD","US",2020-03-24,0,0,0
"1194","KS","US",2020-03-24,0,0,0
"1195","TN","US",2020-03-24,1,0,0
"1196","TX","US",2020-03-24,0,0,0
"1197","ME","US",2020-03-24,3,0,0
"1198","AZ","US",2020-03-24,4,0,0
"1199","GA","US",2020-03-24,0,0,0
"1200","AR","US",2020-03-24,0,0,0
"1201","NJ","US",2020-03-24,6,0,0
"1202","SD","US",2020-03-24,0,0,0
"1203","AL","US",2020-03-24,1,0,0
"1204","OR","US",2020-03-24,0,0,0
"1205","WV","US",2020-03-24,0,0,0
"1206","MA","US",2020-03-24,40,0,0
"1207","UT","US",2020-03-24,0,0,0
"1208","MT","US",2020-03-24,0,0,0
"1209","NH","US",2020-03-24,7,0,0
"1210","NM","US",2020-03-24,43,0,0
"1211","RI","US",2020-03-24,24,0,0
"1212","NV","US",2020-03-24,2,0,0
"1213","DC","US",2020-03-24,141,2,0
"1214","CT","US",2020-03-24,384,7,0
"1215","HI","US",2020-03-24,2,0,0
"1216","DE","US",2020-03-24,10,0,0
"1217","AS","US",2020-03-24,0,0,0
"1218","GU","US",2020-03-24,32,1,0
"1219","MP","US",2020-03-24,0,0,0
"1220","PR","US",2020-03-24,39,2,0
"1221","VI","US",2020-03-24,17,0,0
"1222","SC","US",2020-03-25,3,0,0
"1223","LA","US",2020-03-25,2,0,0
"1224","VA","US",2020-03-25,2,0,0
"1225","ID","US",2020-03-25,24,0,0
"1226","IA","US",2020-03-25,1,0,0
"1227","KY","US",2020-03-25,0,0,0
"1228","MO","US",2020-03-25,1,0,0
"1229","OK","US",2020-03-25,2,0,0
"1230","CO","US",2020-03-25,27,0,0
"1231","IL","US",2020-03-25,1,0,0
"1232","IN","US",2020-03-25,1,0,0
"1233","MS","US",2020-03-25,2,0,0
"1234","NE","US",2020-03-25,1,0,0
"1235","ND","US",2020-03-25,0,0,0
"1236","OH","US",2020-03-25,0,0,0
"1237","PA","US",2020-03-25,6,0,0
"1238","WA","US",2020-03-25,1,0,0
"1239","WI","US",2020-03-25,0,0,0
"1240","VT","US",2020-03-25,9,0,0
"1241","MN","US",2020-03-25,0,0,0
"1242","FL","US",2020-03-25,45,0,0
"1243","NC","US",2020-03-25,3,0,0
"1244","CA","US",2020-03-25,135,2,0
"1245","NY","US",2020-03-25,152,0,0
"1246","WY","US",2020-03-25,1,0,0
"1247","MI","US",2020-03-25,0,0,0
"1248","AK","US",2020-03-25,0,0,0
"1249","MD","US",2020-03-25,0,0,0
"1250","KS","US",2020-03-25,0,0,0
"1251","TN","US",2020-03-25,3,0,0
"1252","TX","US",2020-03-25,0,0,0
"1253","ME","US",2020-03-25,4,0,0
"1254","AZ","US",2020-03-25,7,0,0
"1255","GA","US",2020-03-25,1,0,0
"1256","AR","US",2020-03-25,0,0,0
"1257","NJ","US",2020-03-25,12,0,0
"1258","SD","US",2020-03-25,0,0,0
"1259","AL","US",2020-03-25,4,0,0
"1260","OR","US",2020-03-25,0,0,0
"1261","WV","US",2020-03-25,0,0,0
"1262","MA","US",2020-03-25,51,1,0
"1263","UT","US",2020-03-25,0,0,0
"1264","MT","US",2020-03-25,0,0,0
"1265","NH","US",2020-03-25,7,0,0
"1266","NM","US",2020-03-25,48,0,0
"1267","RI","US",2020-03-25,24,0,0
"1268","NV","US",2020-03-25,2,0,0
"1269","DC","US",2020-03-25,187,2,0
"1270","CT","US",2020-03-25,546,12,0
"1271","HI","US",2020-03-25,2,0,0
"1272","DE","US",2020-03-25,14,0,0
"1273","AS","US",2020-03-25,0,0,0
"1274","GU","US",2020-03-25,37,1,0
"1275","MP","US",2020-03-25,0,0,0
"1276","PR","US",2020-03-25,51,2,0
"1277","VI","US",2020-03-25,17,0,0
"1278","SC","US",2020-03-26,3,0,0
"1279","LA","US",2020-03-26,3,0,0
"1280","VA","US",2020-03-26,2,0,0
"1281","ID","US",2020-03-26,39,0,0
"1282","IA","US",2020-03-26,1,0,0
"1283","KY","US",2020-03-26,0,0,0
"1284","MO","US",2020-03-26,1,0,0
"1285","OK","US",2020-03-26,2,0,0
"1286","CO","US",2020-03-26,50,0,0
"1287","IL","US",2020-03-26,1,0,0
"1288","IN","US",2020-03-26,1,0,0
"1289","MS","US",2020-03-26,3,0,0
"1290","NE","US",2020-03-26,1,0,0
"1291","ND","US",2020-03-26,0,0,0
"1292","OH","US",2020-03-26,0,0,0
"1293","PA","US",2020-03-26,7,0,0
"1294","WA","US",2020-03-26,3,0,0
"1295","WI","US",2020-03-26,0,0,0
"1296","VT","US",2020-03-26,12,0,0
"1297","MN","US",2020-03-26,0,0,0
"1298","FL","US",2020-03-26,49,0,0
"1299","NC","US",2020-03-26,4,0,0
"1300","CA","US",2020-03-26,178,4,0
"1301","NY","US",2020-03-26,171,0,0
"1302","WY","US",2020-03-26,1,0,0
"1303","MI","US",2020-03-26,0,0,0
"1304","AK","US",2020-03-26,0,0,0
"1305","MD","US",2020-03-26,0,0,0
"1306","KS","US",2020-03-26,0,0,0
"1307","TN","US",2020-03-26,3,0,0
"1308","TX","US",2020-03-26,0,0,0
"1309","ME","US",2020-03-26,5,0,0
"1310","AZ","US",2020-03-26,9,0,0
"1311","GA","US",2020-03-26,0,0,0
"1312","AR","US",2020-03-26,0,0,0
"1313","NJ","US",2020-03-26,10,0,0
"1314","SD","US",2020-03-26,0,0,0
"1315","AL","US",2020-03-26,6,0,0
"1316","OR","US",2020-03-26,0,0,0
"1317","WV","US",2020-03-26,0,0,0
"1318","MA","US",2020-03-26,67,1,0
"1319","UT","US",2020-03-26,0,0,0
"1320","MT","US",2020-03-26,0,0,0
"1321","NH","US",2020-03-26,8,0,0
"1322","NM","US",2020-03-26,48,0,0
"1323","RI","US",2020-03-26,6,0,0
"1324","NV","US",2020-03-26,2,0,0
"1325","DC","US",2020-03-26,231,3,0
"1326","CT","US",2020-03-26,607,13,0
"1327","HI","US",2020-03-26,4,0,0
"1328","DE","US",2020-03-26,17,0,0
"1329","AS","US",2020-03-26,0,0,0
"1330","GU","US",2020-03-26,45,1,0
"1331","MP","US",2020-03-26,0,0,0
"1332","PR","US",2020-03-26,64,2,0
"1333","VI","US",2020-03-26,17,0,0
